"contrast","target","null","odds.ratio","SE","asymp.LCL","asymp.UCL","z.ratio","p.value"
"log / linear","Easy","Hard",0.371576894201636,0.370612873095993,0.0526084515354975,2.62447162527435,-0.992574594095909,0.320917310888891
"log / linear","Easy","Medium",8.69500396512188,6.36658256740742,2.07018977822383,36.5198856398329,2.95372085208279,0.00313967863920729
"log / linear","Hard","Easy",2.30328566574073,1.68115283689814,0.550885674292647,9.63017392822684,1.14309396090378,0.252999581402016
"log / linear","Hard","Medium",9.6111077950218,6.0752500918011,2.78434377053462,33.1760014783635,3.57996178533197,0.000343644459562504
"log / linear","Medium","Easy",72.4330975860101,56.1864563578704,15.8364858033552,331.295319621536,5.52102040288101,3.37036637701818e-08
"log / linear","Medium","Hard",0.38986511612683,0.243585550895468,0.114574613069104,1.32660110910358,-1.50762301759351,0.131651038249027
