description,nick_name,start_time,end_time,run_time,run,data_name,pic_name,pic_id,test_param,param_value,rorschach,curvature,target_curvature,null_curvature,target_variability,null_variability,sample_size,obs_plot_location,response_no,correct,conf_level,choice_reason,participant_count,plot_count
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152502,1606152513,10.64383006,7,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,Different shape,13,21
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152513,1606152522,9.474953651,7,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Neutral,Different slope,13,21
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152523,1606152539,16.07657838,7,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Uncertain,Different slope,13,22
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152539,1606152547,8.853002787,7,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Certain,Different shape,13,18
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152548,1606152554,6.594786644,7,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Certain,Different shape,13,20
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152554,1606152561,6.838712454,7,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Certain,Different slope,13,23
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152561,1606152569,7.95064044,7,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,Different shape,13,21
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152569,1606152579,10.30284667,7,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,Different slope,13,24
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152701,1606152811,110.3003097,7,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,Different shape,13,24
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606152812,1606152826,14.44737935,7,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Certain,Different shape,13,18
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606201803,1606201817,14.10837817,8,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Very Certain,Different shape,3,21
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606201817,1606201843,25.51391983,8,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Certain,Different slope,3,24
emily-log-2,11d0f4e6d5fab9bd5b4a9356cb804540,1606201843,1606201856,12.99567151,8,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different shape,3,24
emily-log-2,17078ac72f546b3a066a043671f417e8,1606178948,1606179022,74.31967402,9,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,16,0,Certain,"Different shape, Outlier(s)",3,21
emily-log-2,17078ac72f546b3a066a043671f417e8,1606179022,1606179051,28.62943769,9,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Very Certain,Different shape,3,21
emily-log-2,17078ac72f546b3a066a043671f417e8,1606179051,1606179070,19.4483242,9,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,6,0,Neutral,Different slope,3,23
emily-log-2,19966d4664333b7f76919371876714d0,1603677157,1603677177,19.53357935,10,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,"Different shape, Different slope",13,28
emily-log-2,19966d4664333b7f76919371876714d0,1603677177,1603677185,7.801516533,10,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,"Different shape, Different slope",13,23
emily-log-2,19966d4664333b7f76919371876714d0,1603677185,1603677213,28.09470606,10,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,7,0,Uncertain,Outlier(s),13,21
emily-log-2,19966d4664333b7f76919371876714d0,1603677213,1603677223,9.771119118,10,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different shape,13,24
emily-log-2,19966d4664333b7f76919371876714d0,1603677223,1603677231,8.507944584,10,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different shape,13,24
emily-log-2,19966d4664333b7f76919371876714d0,1603677275,1603677289,14.82819891,10,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Certain,Different shape,13,22
emily-log-2,19966d4664333b7f76919371876714d0,1603677290,1603677303,13.03427839,10,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Neutral,Different slope,13,21
emily-log-2,19966d4664333b7f76919371876714d0,1603677303,1603677340,37.69241667,10,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Neutral,Different shape,13,23
emily-log-2,19966d4664333b7f76919371876714d0,1603677341,1603677351,9.966258049,10,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Neutral,Different shape,13,23
emily-log-2,19966d4664333b7f76919371876714d0,1603677351,1603677358,7.0261271,10,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Neutral,Different slope,13,20
emily-log-2,19966d4664333b7f76919371876714d0,1603677358,1603677368,10.57314205,10,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Very Certain,Different slope,13,22
emily-log-2,19966d4664333b7f76919371876714d0,1603677368,1603677375,6.272420168,10,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Certain,Different slope,13,20
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857011,1605857064,52.96019554,11,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Certain,Different shape,13,22
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857064,1605857088,24.12860012,11,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Certain,Different shape,13,21
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857088,1605857102,14.43751669,11,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different shape,13,24
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857102,1605857117,15.11794209,11,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different shape,13,24
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857117,1605857140,22.68658447,11,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Certain,Different shape,13,22
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857140,1605857178,37.96242738,11,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,Different shape,13,21
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857178,1605857189,10.64777851,11,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Very Certain,Different shape,13,21
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857189,1605857227,37.71889591,11,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Neutral,Different shape,13,21
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857227,1605857244,17.1722784,11,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Neutral,Different shape,13,18
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857244,1605857267,23.40373039,11,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,2,0,Neutral,Different range,13,18
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857267,1605857279,11.99916005,11,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Very Certain,Different shape,13,21
emily-log-2,1a81e4bc01b252e4a1b54b449d5f2e96,1605857279,1605857322,42.26930475,11,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Uncertain,Outlier(s),13,24
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172618,1606172633,15.05609465,12,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,13,0,Neutral,Outlier(s),13,21
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172646,1606172656,10.18539953,12,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Uncertain,Different slope,13,21
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172656,1606172666,9.496283054,12,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Neutral,"Different shape, Different slope",13,23
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172666,1606172679,13.0291419,12,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Neutral,"Different shape, Different slope",13,24
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172679,1606172688,8.789202452,12,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Neutral,Different slope,13,23
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172688,1606172695,6.640017748,12,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,Different slope,13,21
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172695,1606172707,12.74851847,12,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Uncertain,"Different shape, Outlier(s)",13,28
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172707,1606172722,14.31594753,12,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,19,0,Very Uncertain,Different shape,13,22
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172722,1606172730,8.368574142,12,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Neutral,"Different shape, Different slope",13,21
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172730,1606172738,7.418706417,12,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,Different slope,13,24
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172738,1606172759,21.93239856,12,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Uncertain,Different slope,13,20
emily-log-2,1b37544d470da5ef08adef40f2b62e28,1606172760,1606172769,9.567752123,12,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,"Different shape, Different slope",13,24
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606171950,1606171981,30.80598044,13,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Uncertain,Outlier(s),13,23
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606171981,1606172000,19.35840321,13,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Neutral,"Different shape, Different slope",13,24
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172000,1606172020,19.360919,13,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,7,0,Uncertain,Outlier(s),13,21
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172020,1606172034,13.92816663,13,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Uncertain,Clustering,13,24
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172034,1606172045,11.26592588,13,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,1,0,Uncertain,Outlier(s),13,21
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172045,1606172081,35.66349816,13,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,6,0,Uncertain,"Other, up higher than the others",13,20
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172081,1606172094,12.74166012,13,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Neutral,Different shape,13,28
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172094,1606172112,18.58595014,13,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,19,0,Uncertain,Different shape,13,21
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172139,1606172177,38.02118659,13,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,18,0,Uncertain,Clustering,13,22
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172177,1606172204,26.95345283,13,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,8,0,Neutral,"Different range, Different shape, Outlier(s)",13,22
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172204,1606172234,30.44819546,13,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,8,0,Uncertain,Different range,13,21
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172234,1606172246,12.20223904,13,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,1,0,Uncertain,"Different shape, Outlier(s)",13,23
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172405,1606172442,36.55731821,14,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,15,0,Certain,Clustering,13,18
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172442,1606172456,13.63526678,14,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,3,0,Uncertain,Outlier(s),13,22
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172456,1606172478,22.69018483,14,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,20,0,Certain,Different shape,13,23
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172478,1606172491,12.3654871,14,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,8,0,Uncertain,Different range,13,18
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172491,1606172504,13.64502096,14,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,19,0,Certain,Different range,13,18
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172505,1606172519,14.87385201,14,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,14,0,Certain,Outlier(s),13,22
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172519,1606172572,52.21327162,14,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,5,0,Uncertain,Outlier(s),13,22
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172572,1606172588,16.11975622,14,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,Different shape,13,18
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172588,1606172602,14.53712273,14,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,19,0,Uncertain,Different shape,13,21
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172602,1606172613,10.97730494,14,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,19,0,Uncertain,Different slope,13,23
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172613,1606172624,10.61605334,14,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,11,0,Uncertain,Different slope,13,20
emily-log-2,1dd51f5bdadfcf7af6f7ec9b986824ee,1606172635,1606172651,16.05554771,14,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,6,0,Neutral,Different slope,13,23
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605842793,1605842826,33.16263556,15,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Uncertain,"Different shape, Different slope",13,28
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605842826,1605842889,62.08371353,15,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,3,0,Neutral,"Clustering, Different range",13,22
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605842889,1605842932,43.70099187,15,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,19,0,Certain,Outlier(s),13,23
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605842932,1605842950,18.01559997,15,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,"Different shape, Different slope",13,22
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605842950,1605842997,46.74357128,15,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,18,0,Certain,Outlier(s),13,23
