description,nick_name,start_time,end_time,run_time,run,data_name,pic_name,pic_id,test_param,param_value,rorschach,curvature,target_curvature,null_curvature,target_variability,null_variability,sample_size,obs_plot_location,response_no,correct,conf_level,choice_reason,participant_count,plot_count
emily-log-2,589a7834099998445cd20117a88d444c,1603661786,1603661792,6.00523901,22,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Very Certain,Different shape,13,20
emily-log-2,589a7834099998445cd20117a88d444c,1603661843,1603661849,5.75889492,22,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Neutral,Different shape,13,21
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178199,1606178254,54.87450147,23,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,14,0,Neutral,"Clustering, Different shape, Other, Seems almost linear vs exponential",13,21
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178254,1606178276,22.07330012,23,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,10,0,Very Certain,Different shape,13,21
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178276,1606178294,18.13563228,23,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,8,0,Certain,"Clustering, Different shape",13,22
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178294,1606178309,14.62761521,23,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,5,0,Neutral,Clustering,13,20
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178309,1606178320,10.99339986,23,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,"Different shape, Different slope, Outlier(s)",13,18
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178320,1606178331,11.14981747,23,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,13,0,Certain,Different shape,13,28
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178349,1606178360,11.44249558,23,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different shape,13,18
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178360,1606178369,8.385175705,23,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Very Certain,"Clustering, Different shape",13,23
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178369,1606178376,7.042675972,23,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Very Certain,"Clustering, Different shape",13,21
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178376,1606178393,16.53534865,23,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Neutral,"Different shape, Different slope",13,23
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178393,1606178404,11.89032722,23,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Certain,"Clustering, Different slope, Outlier(s)",13,24
emily-log-2,5a2733563a0f8a8cc2ee6116a4744271,1606178404,1606178424,19.16671348,23,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,8,0,Certain,"Clustering, Different range, Outlier(s)",13,21
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605826823,1605826908,84.97799563,24,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Neutral,Different slope,13,21
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605826908,1605826951,43.23590469,24,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,10,0,Certain,Clustering,13,23
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605826951,1605827019,67.35457683,24,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,8,0,Neutral,Clustering,13,20
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605827019,1605827049,29.93522096,24,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,Outlier(s),13,28
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605827049,1605827083,34.61962748,24,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Neutral,Outlier(s),13,23
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605827083,1605827132,48.92773223,24,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,8,0,Neutral,Outlier(s),13,21
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605827132,1605827248,115.8965425,24,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,13,0,Certain,Clustering,13,22
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605827248,1605827260,11.26071954,24,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Certain,Different shape,13,20
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605827260,1605827272,12.27377105,24,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Certain,Different shape,13,23
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605827293,1605827308,15.42134809,24,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,Outlier(s),13,18
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605827308,1605827327,18.66544056,24,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,Different shape,13,18
emily-log-2,5e535b9cd42f5f965117a845328ecdc7,1605827327,1605827340,12.91274858,24,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,Different shape,13,21
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606239959,1606240012,52.48592043,25,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,"Clustering, Different slope",13,24
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240012,1606240056,43.46319818,25,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,8,0,Neutral,"Clustering, Different shape, Outlier(s)",13,21
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240056,1606240092,36.19249535,25,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Neutral,Different slope,13,18
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240092,1606240113,21.20561361,25,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,"Clustering, Different slope, Outlier(s)",13,24
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240113,1606240136,23.29111624,25,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,5,0,Certain,"Clustering, Different slope, Outlier(s)",13,24
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240136,1606240164,27.63924694,25,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,6,0,Neutral,"Clustering, Different shape",13,21
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240164,1606240198,33.78941774,25,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,18,0,Uncertain,Clustering,13,20
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240198,1606240225,27.605232,25,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,10,0,Certain,"Different shape, Different slope",13,21
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240225,1606240244,18.78537536,25,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,13,0,Certain,"Different shape, Outlier(s)",13,22
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240244,1606240254,9.923051596,25,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Certain,"Different shape, Different slope",13,21
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240272,1606240294,21.28056121,25,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,8,0,Neutral,Clustering,13,18
emily-log-2,5fad3241413670ce6c8f40d0dc138dfd,1606240294,1606240317,22.84174418,25,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,20,0,Neutral,"Clustering, Different shape, Outlier(s)",13,21
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191317,1606191395,78.04241014,26,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Neutral,Different slope,13,23
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191395,1606191419,23.77999067,26,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Neutral,Different slope,13,21
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191419,1606191438,19.57005906,26,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,2,0,Uncertain,Clustering,13,18
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191438,1606191453,14.348593,26,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Neutral,"Different shape, Different slope",13,18
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191453,1606191488,35.43527889,26,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,3,0,Uncertain,Clustering,13,22
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191488,1606191503,15.10179758,26,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Neutral,"Different shape, Different slope",13,18
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191504,1606191552,48.09187984,26,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Neutral,Different slope,13,21
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191552,1606191602,50.82849073,26,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,11,0,Uncertain,Different range,13,22
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191603,1606191657,54.88665485,26,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Uncertain,"Different shape, Different slope",13,23
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191657,1606191679,21.45228338,26,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Neutral,"Different shape, Different slope",13,21
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191679,1606191696,16.53777742,26,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Uncertain,"Different range, Outlier(s)",13,18
emily-log-2,607a9c29102832b993d8adb5d9855f3b,1606191696,1606191741,45.3601954,26,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,11,0,Very Uncertain,Clustering,13,20
emily-log-2,63f02bde638b94403d569d97edec55d0,1605878433,1605878487,53.60777426,27,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Certain,Different slope,2,23
emily-log-2,63f02bde638b94403d569d97edec55d0,1605878487,1605878524,36.8832674,27,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Uncertain,Outlier(s),2,28
emily-log-2,793475ddb6b8bebe16f814205edf853f,1605821956,1605822008,52.70499802,28,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,1,0,Certain,Clustering,1,22
emily-log-2,7a8d9b4d72f0e5eb13e4ef01e34400cd,1606198388,1606198450,62.37208414,29,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Uncertain,Different slope,1,28
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171061,1606171143,81.50852323,30,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different slope,13,24
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171143,1606171267,123.8777781,30,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Certain,Different shape,13,22
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171267,1606171358,91.17467785,30,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Neutral,Clustering,13,24
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171358,1606171382,23.95451188,30,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,4,0,Certain,Different slope,13,22
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171382,1606171406,24.03869891,30,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Very Certain,Different shape,13,23
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171406,1606171443,36.83254099,30,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Certain,Different shape,13,18
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171443,1606171458,14.67664719,30,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,Different shape,13,22
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171458,1606171487,29.75150418,30,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Neutral,Different shape,13,21
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171487,1606171502,14.78772163,30,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different slope,13,24
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171617,1606171646,28.44029188,30,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,Different slope,13,23
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171646,1606171691,45.81513572,30,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Neutral,Different slope,13,18
emily-log-2,7b86b70c45775969aa583a90e87bcfa6,1606171691,1606171708,16.31582499,30,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Certain,Different shape,13,21
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606175917,1606175956,38.70577264,31,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Certain,Different shape,13,22
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606175956,1606175989,33.03573298,31,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different slope,13,18
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606175989,1606176010,20.91557097,31,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Very Certain,Different shape,13,21
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606176010,1606176037,27.39370346,31,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,Different shape,13,23
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606176037,1606176070,32.87571049,31,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,6,0,Uncertain,Clustering,13,23
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606176070,1606176139,69.07841825,31,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,2,0,Very Uncertain,Clustering,13,21
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606176139,1606176184,44.33729672,31,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Certain,"Different shape, Different slope",13,24
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606176184,1606176205,21.23202825,31,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Very Certain,"Different shape, Different slope",13,22
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606176205,1606176222,16.52710629,31,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Very Certain,Different shape,13,21
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606176222,1606176243,21.0477109,31,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,Different shape,13,28
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606176273,1606176286,12.55917859,31,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different shape,13,18
emily-log-2,7cda7482f5b4af74e92c562af71838c2,1606176286,1606176298,11.89618158,31,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,Different shape,13,22
emily-log-2,7f0689b4aca099f267a0bf9b14ac5dcc,1605821817,1605821855,38.31090379,32,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Certain,Outlier(s),3,20
emily-log-2,7f0689b4aca099f267a0bf9b14ac5dcc,1605821855,1605821874,18.46034837,32,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Very Certain,Different shape,3,21
emily-log-2,7f0689b4aca099f267a0bf9b14ac5dcc,1605821874,1605821911,37.47283912,32,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,14,0,Neutral,Clustering,3,23
