"parm_id","x","participantID","ols.pred","ols.lower","ols.upper","pca.pred","pca.lower","pca.upper"
"F",1.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.869030627376656,-1.06538116141809,-0.672680093335225,-0.0624695199270629,-0.248240097038733,0.123301057184607
"F",2,"07b99df3c1c4c28454a3b1cce128a1b5",-0.882483241827025,-1.07891296178798,-0.686053521866073,-0.123399114791087,-0.308951829345459,0.0621535997632861
"F",2.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.887899912992172,-1.08503048098323,-0.690769345001117,-0.176256600830806,-0.36215187802027,0.00963867635865873
"F",3,"07b99df3c1c4c28454a3b1cce128a1b5",-0.884649361014631,-1.08294942206911,-0.686349299960154,-0.220416093273456,-0.407059261238675,-0.0337729253082381
"F",3.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.873148167440891,-1.07321591071338,-0.673080424168399,-0.256306354183341,-0.444244836960662,-0.0683678714060204
"F",4,"07b99df3c1c4c28454a3b1cce128a1b5",-0.854565883326612,-1.05691664105198,-0.652215125601246,-0.28511204396327,-0.474810920089118,-0.0954131678374212
"F",4.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.830371519703762,-1.03527063786161,-0.62547240154591,-0.308315729831656,-0.499979864495915,-0.116651595167397
"F",5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.801874109266814,-1.0094919018799,-0.594256316653729,-0.327234848661884,-0.520972308097285,-0.133497389226482
"F",5.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.769890969816936,-0.980508262402587,-0.559273677231286,-0.342688330418073,-0.538729253015528,-0.146647407820618
"F",6,"07b99df3c1c4c28454a3b1cce128a1b5",-0.734624002982376,-0.948592791941685,-0.520655214023067,-0.354873550163803,-0.5535291539005,-0.156217946427106
"F",6.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.695754530040876,-0.913329310148613,-0.478179749933138,-0.363463657632381,-0.564945811286649,-0.161981503978112
"F",7,"07b99df3c1c4c28454a3b1cce128a1b5",-0.652702323625838,-0.874025801442058,-0.431378845809618,-0.367869923257363,-0.572274702201191,-0.163465144313534
"F",7.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.604952913898606,-0.830198670625263,-0.379707157171948,-0.367571987750066,-0.575032481474621,-0.160111494025511
"F",8,"07b99df3c1c4c28454a3b1cce128a1b5",-0.552348516985498,-0.781781205579085,-0.322915828391911,-0.362410422029569,-0.573162252641946,-0.151658591417193
"F",8.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.495260776837041,-0.729129704674662,-0.26139184899942,-0.352759397788581,-0.567026137612097,-0.138492657965065
"F",9,"07b99df3c1c4c28454a3b1cce128a1b5",-0.4346073032897,-0.673057267370285,-0.196157339209116,-0.33954169197829,-0.557437475047198,-0.121645908909381
"F",9.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.371723099745597,-0.614862910401566,-0.128583289089628,-0.324097842337249,-0.545700812821908,-0.102494871852589
"F",10,"07b99df3c1c4c28454a3b1cce128a1b5",-0.308137229636655,-0.556147150486696,-0.0601273087866145,-0.307960704617251,-0.533430042972943,-0.0824913662615587
"F",10.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.245324398321308,-0.498429481148211,0.00778068450559488,-0.292605827977213,-0.522153188295142,-0.0630584676592834
"F",11,"07b99df3c1c4c28454a3b1cce128a1b5",-0.184497947636179,-0.442855870340356,0.0738599750679985,-0.279244475883311,-0.513011027130109,-0.045477924636513
"F",11.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.126489634571569,-0.390175663190639,0.137196394047501,-0.268704509031319,-0.506743535450333,-0.0306654826123046
"F",12,"07b99df3c1c4c28454a3b1cce128a1b5",-0.0717315966364446,-0.340841649037416,0.197378455764526,-0.261414000925558,-0.503803750114105,-0.0190242517370108
"F",12.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.0203271158451878,-0.295030097369468,0.254375865679092,-0.257473523006472,-0.504375177441917,-0.0105718685710271
"F",13,"07b99df3c1c4c28454a3b1cce128a1b5",0.02782313929165,-0.252632515660472,0.308278794243772,-0.256783221734845,-0.508350306749766,-0.00521613671992427
"F",13.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.0728803033360744,-0.213398045352541,0.359158652024689,-0.259183529036948,-0.515472149444286,-0.00289490862961045
"F",14,"07b99df3c1c4c28454a3b1cce128a1b5",0.114948881856315,-0.177188698856363,0.407086462568992,-0.264572675089043,-0.525603251279709,-0.00354209889837637
"F",14.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.154005859235805,-0.144099126933575,0.452110845405185,-0.27297624101625,-0.53885040344014,-0.00710207859235917
"F",15,"07b99df3c1c4c28454a3b1cce128a1b5",0.189887608895138,-0.114344707073201,0.494119924863477,-0.284558998215236,-0.555437834969851,-0.013680161460622
"F",15.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.222330840855219,-0.088122083625751,0.532783765336189,-0.299583229027611,-0.575554958795267,-0.0236114992599551
"F",16,"07b99df3c1c4c28454a3b1cce128a1b5",0.25105305257897,-0.0656304081131628,0.567736513271103,-0.318328277514115,-0.599388827607984,-0.0372677274202463
"F",16.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.275851279239087,-0.0471268971893779,0.598829455667551,-0.34099249297179,-0.627199335352618,-0.0547856505909625
"F",17,"07b99df3c1c4c28454a3b1cce128a1b5",0.29669530410868,-0.0327829655725105,0.62617357378987,-0.367601159791485,-0.659171510764212,-0.0760308088187568
"F",17.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.313792617356041,-0.0224196552357994,0.650004889947882,-0.397942781880224,-0.695127515002434,-0.100758048758013
"F",18,"07b99df3c1c4c28454a3b1cce128a1b5",0.327607143232734,-0.015478970907472,0.670693257372941,-0.431551371092437,-0.734496309157712,-0.128606433027161
"F",18.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.338821850509258,-0.0113526695193066,0.688996370537823,-0.467744380016154,-0.776679077068113,-0.158809682964196
"F",19,"07b99df3c1c4c28454a3b1cce128a1b5",0.348245997277291,-0.00970465655807484,0.706196651112657,-0.505715387482248,-0.821402053149208,-0.190028721815288
"F",19.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.356679143287659,-0.0103891582775958,0.723747444852914,-0.544669342659088,-0.868606667758439,-0.220732017559737
"F",20,"07b99df3c1c4c28454a3b1cce128a1b5",0.364753504105432,-0.0131235477943211,0.742630556005186,-0.583978771235522,-0.918055964273975,-0.249901578197069
"N",0,"07b99df3c1c4c28454a3b1cce128a1b5",1.45290233763608,1.24492421524016,1.66088046003201,0.624163858184506,0.425938794224866,0.822388922144146
"N",0.5,"07b99df3c1c4c28454a3b1cce128a1b5",1.34850878979125,1.15128943365217,1.54572814593033,0.561193895607599,0.374177771254988,0.748210019960209
"N",1,"07b99df3c1c4c28454a3b1cce128a1b5",1.24489187776508,1.05133976849475,1.43844398703542,0.498999402102839,0.315929902658421,0.682068901547258
"N",1.5,"07b99df3c1c4c28454a3b1cce128a1b5",1.14368380356483,0.949183822063165,1.33818378506649,0.439210941041251,0.255366319874946,0.623055562207556
"N",2,"07b99df3c1c4c28454a3b1cce128a1b5",1.04727749187858,0.851040009033757,1.2435149747234,0.384219681387102,0.198865534579298,0.569573828194906
"N",2.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.958454375933193,0.761408362581805,1.15550038928458,0.336805627078369,0.151000894483866,0.522610359672872
"N",3,"07b99df3c1c4c28454a3b1cce128a1b5",0.87996417820355,0.682144933875705,1.0777834225314,0.29971813492175,0.113583679336002,0.485852590507498
"N",3.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.814132080933601,0.614376941870284,1.01388721999692,0.275283991270542,0.0876786129271028,0.462889369613982
"N",4,"07b99df3c1c4c28454a3b1cce128a1b5",0.762503737509943,0.559942123999496,0.96506535102039,0.265052952191962,0.0751367104702123,0.454969193913711
"N",4.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.725514861405742,0.520302702925802,0.930727019885681,0.269466870956916,0.0774782752620585,0.461455466651774
"N",5,"07b99df3c1c4c28454a3b1cce128a1b5",0.702201920171063,0.494649544362108,0.909754295980018,0.287568690844487,0.0939078213105797,0.481229560378393
"N",5.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.690031315738669,0.479706767793247,0.90035586368409,0.316829072579369,0.121106409435845,0.512551735722892
"N",6,"07b99df3c1c4c28454a3b1cce128a1b5",0.684970348648335,0.471076323866928,0.898864373429741,0.35321493411096,0.154645810229483,0.551784057992437
"N",6.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.681909242599653,0.46416602836291,0.899652456836395,0.391610372323566,0.189955072343572,0.593265672303559
"N",7,"07b99df3c1c4c28454a3b1cce128a1b5",0.675451716731144,0.454087818088651,0.896815615373636,0.426608300026528,0.22216700977185,0.631049590281206
"N",7.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.660945908136106,0.435934024117329,0.885957792154883,0.453544614780399,0.246341936623698,0.6607472929371
"N",8,"07b99df3c1c4c28454a3b1cce128a1b5",0.635487933367046,0.406276258041755,0.864699608692336,0.469506208791184,0.258998719004619,0.680013698577749
"N",8.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.598568482867171,0.364667597285547,0.832469368448795,0.473981522359437,0.259686378277759,0.688276666441115
"N",9,"07b99df3c1c4c28454a3b1cce128a1b5",0.552097387133676,0.313535608459553,0.790659165807799,0.468886827115943,0.250876044985505,0.686897609246381
"N",9.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.499730478556029,0.256681332009262,0.742779625102795,0.457891517327239,0.236392981713412,0.679390052941065
"N",10,"07b99df3c1c4c28454a3b1cce128a1b5",0.445677633391648,0.197900795863686,0.693454470919611,0.445221508681104,0.220011788091727,0.670431229270481
"N",10.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.393391306132738,0.140373652297989,0.646408959967486,0.43434160190212,0.204895453293596,0.663787750510644
"N",11,"07b99df3c1c4c28454a3b1cce128a1b5",0.344621253169325,0.086160785642821,0.603081720695829,0.427004885475429,0.193131909718168,0.660877861232689
"N",11.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.29921732190665,0.0355039153065026,0.562930728506797,0.423053353760252,0.184989895258882,0.661116812261622
"N",12,"07b99df3c1c4c28454a3b1cce128a1b5",0.25578623136931,-0.0131341549258562,0.524706617664477,0.42107691559396,0.17890107331174,0.66325275787618
"N",12.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.212954235943218,-0.0615554642939928,0.487463936180429,0.419682250701739,0.172999014553865,0.666365486849612
"N",13,"07b99df3c1c4c28454a3b1cce128a1b5",0.170694656260947,-0.109791080830578,0.451180393352473,0.418828385799764,0.167233783007313,0.670422988592215
"N",13.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.131078402590386,-0.155325902458699,0.417482707639471,0.420584023795801,0.164161722044315,0.677006325547288
"N",14,"07b99df3c1c4c28454a3b1cce128a1b5",0.0979637354510878,-0.194116763652531,0.390044234554707,0.428819961159386,0.167857956996362,0.689781965322409
"N",14.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.0755266877306988,-0.222368973705995,0.373422349167393,0.447736480663938,0.182099952005071,0.713373009322804
"N",15,"07b99df3c1c4c28454a3b1cce128a1b5",0.0660173681030938,-0.238167516224233,0.370202252430421,0.479611514059383,0.20879077868119,0.750432249437575
"N",15.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.0675265844779871,-0.243130027639336,0.37818319659531,0.522556657976907,0.24636307906665,0.798750236887163
"N",16,"07b99df3c1c4c28454a3b1cce128a1b5",0.0726915012943368,-0.244123513260058,0.389506515848731,0.569213608808971,0.288010150693137,0.850417066924804
"N",16.5,"07b99df3c1c4c28454a3b1cce128a1b5",0.0690691178237781,-0.253712088686574,0.391850324334131,0.607123463951372,0.321139342360344,0.893107585542399
"N",17,"07b99df3c1c4c28454a3b1cce128a1b5",0.0413959853249697,-0.287789510460375,0.370581481110314,0.620989350899607,0.329748712926083,0.912229988873132
"N",17.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.0247142881263409,-0.360873200103411,0.311444623850729,0.596383456341629,0.299259902684646,0.893507009998612
"N",18,"07b99df3c1c4c28454a3b1cce128a1b5",-0.138682905092528,-0.481655029196122,0.204289219011066,0.523848285043747,0.221029690742961,0.826666879344532
"N",18.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.301849443571568,-0.650985543907722,0.0472866567645856,0.402025196519499,0.0942497590988811,0.709800633940116
"N",19,"07b99df3c1c4c28454a3b1cce128a1b5",-0.506596920590904,-0.862227681734699,-0.150966159447109,0.238535700999231,-0.0745541433054253,0.551625545303887
"N",19.5,"07b99df3c1c4c28454a3b1cce128a1b5",-0.738508663448501,-1.10299643995076,-0.374020886946244,0.0478219618744649,-0.273222853657518,0.368866777406447
"N",20,"07b99df3c1c4c28454a3b1cce128a1b5",-0.981651502392111,-1.35868705733873,-0.604615947445488,-0.154148803503092,-0.48727318361675,0.178975576610566
